"endpoint","path","backend","run","url","http_code","time_total","size_download","file_size","sha256","is_pdf","out_file","headers_file","error"
"declaration-of-intent","/v1/declaration-of-intent","default","2","https://pdf-generator.dev.lunupay.com/v1/declaration-of-intent","200","1,662922","24162","24162","4ddbbf6e60c6e73e8f0f8cdf144be15fe03c260a4cc95070f4c3a4bd9d228538","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run2__20260204_141732_593.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run2__20260204_141732_593.headers.txt",""
"declaration-of-intent","/v1/declaration-of-intent","default","3","https://pdf-generator.dev.lunupay.com/v1/declaration-of-intent","200","1,829354","24160","24160","cda11a3932358c51c407c64aec93a26c374e50425f6a7e20ccb4585a91da41c5","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run3__20260204_141734_485.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run3__20260204_141734_485.headers.txt",""
"declaration-of-intent","/v1/declaration-of-intent","chrome","1","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run1__20260204_141736_567.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run1__20260204_141736_567.headers.txt","curl: (3) URL rejected: Bad hostname"
"declaration-of-intent","/v1/declaration-of-intent","chrome","2","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run2__20260204_141736_782.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run2__20260204_141736_782.headers.txt","curl: (3) URL rejected: Bad hostname"
"declaration-of-intent","/v1/declaration-of-intent","chrome","3","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run3__20260204_141736_985.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run3__20260204_141736_985.headers.txt","curl: (3) URL rejected: Bad hostname"
"declaration-of-intent","/v1/declaration-of-intent","weasyprint","1","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run1__20260204_141737_198.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run1__20260204_141737_198.headers.txt","curl: (3) URL rejected: Bad hostname"
"declaration-of-intent","/v1/declaration-of-intent","weasyprint","2","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run2__20260204_141737_401.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run2__20260204_141737_401.headers.txt","curl: (3) URL rejected: Bad hostname"
"declaration-of-intent","/v1/declaration-of-intent","weasyprint","3","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run3__20260204_141737_602.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent____run3__20260204_141737_602.headers.txt","curl: (3) URL rejected: Bad hostname"
"declaration-of-intent-australia","/v1/declaration-of-intent-australia","default","1","https://pdf-generator.dev.lunupay.com/v1/declaration-of-intent-australia","200","1,765833","28195","28195","a5d5c3e7637b70eadea551bf8226953a4d843f4b88d25995b77e81df64d6a0e0","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run1__20260204_141737_807.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run1__20260204_141737_807.headers.txt",""
"declaration-of-intent-australia","/v1/declaration-of-intent-australia","default","2","https://pdf-generator.dev.lunupay.com/v1/declaration-of-intent-australia","200","1,92821","28195","28195","b7755ae99168ff7a17b59dd2cb97c2e8c1efc85976c6ed6e8c70a188aa4f51f1","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run2__20260204_141739_820.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run2__20260204_141739_820.headers.txt",""
"declaration-of-intent-australia","/v1/declaration-of-intent-australia","default","3","https://pdf-generator.dev.lunupay.com/v1/declaration-of-intent-australia","200","1,847958","28195","28195","f95cb4e1bef40a26d52959e7310fd9e86c482ab1b8bb66e77b38c092f774ae64","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run3__20260204_141741_980.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run3__20260204_141741_980.headers.txt",""
"declaration-of-intent-australia","/v1/declaration-of-intent-australia","chrome","1","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run1__20260204_141744_061.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run1__20260204_141744_061.headers.txt","curl: (3) URL rejected: Bad hostname"
"declaration-of-intent-australia","/v1/declaration-of-intent-australia","chrome","2","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run2__20260204_141744_262.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run2__20260204_141744_262.headers.txt","curl: (3) URL rejected: Bad hostname"
"declaration-of-intent-australia","/v1/declaration-of-intent-australia","chrome","3","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run3__20260204_141744_464.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run3__20260204_141744_464.headers.txt","curl: (3) URL rejected: Bad hostname"
"declaration-of-intent-australia","/v1/declaration-of-intent-australia","weasyprint","1","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run1__20260204_141744_682.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run1__20260204_141744_682.headers.txt","curl: (3) URL rejected: Bad hostname"
"declaration-of-intent-australia","/v1/declaration-of-intent-australia","weasyprint","2","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run2__20260204_141744_886.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run2__20260204_141744_886.headers.txt","curl: (3) URL rejected: Bad hostname"
"declaration-of-intent-australia","/v1/declaration-of-intent-australia","weasyprint","3","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run3__20260204_141745_089.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\declaration-of-intent-australia____run3__20260204_141745_089.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v1","/v1/account-statement","default","1","https://pdf-generator.dev.lunupay.com/v1/account-statement","200","1,632787","14272","14272","189d4936d9ca359953ebe65a3e4b99300c2045adc79fac1ee4c6960dd847d479","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run1__20260204_141745_292.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run1__20260204_141745_292.headers.txt",""
"account-statement-v1","/v1/account-statement","default","2","https://pdf-generator.dev.lunupay.com/v1/account-statement","200","1,479843","14269","14269","f7393805934783e2680866804d604564e04e7c392d517abf62b0564ef16cf99f","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run2__20260204_141747_164.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run2__20260204_141747_164.headers.txt",""
"account-statement-v1","/v1/account-statement","default","3","https://pdf-generator.dev.lunupay.com/v1/account-statement","200","1,544757","14268","14268","ed23c16208df94fa03832b8b320e3279aab40def6ed008643eafefb5df8e0c5c","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run3__20260204_141748_870.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run3__20260204_141748_870.headers.txt",""
"account-statement-v1","/v1/account-statement","chrome","1","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run1__20260204_141750_654.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run1__20260204_141750_654.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v1","/v1/account-statement","chrome","2","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run2__20260204_141750_854.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run2__20260204_141750_854.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v1","/v1/account-statement","chrome","3","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run3__20260204_141751_081.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run3__20260204_141751_081.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v1","/v1/account-statement","weasyprint","1","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run1__20260204_141751_326.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run1__20260204_141751_326.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v1","/v1/account-statement","weasyprint","2","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run2__20260204_141751_545.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run2__20260204_141751_545.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v1","/v1/account-statement","weasyprint","3","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run3__20260204_141751_747.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v1____run3__20260204_141751_747.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v2","/v2/account-statement","default","1","https://pdf-generator.dev.lunupay.com/v2/account-statement","200","1,777107","15708","15708","db68afac095d6d6d39e47b62e535c933fd5e2e0494efdfd890ab65949387956d","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run1__20260204_141751_963.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run1__20260204_141751_963.headers.txt",""
"account-statement-v2","/v2/account-statement","default","2","https://pdf-generator.dev.lunupay.com/v2/account-statement","200","1,759531","15709","15709","c5d34beb965dbda82ea318e26d60c6d0f3420c9c12c0abd581432e7d2d4c5ad5","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run2__20260204_141753_967.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run2__20260204_141753_967.headers.txt",""
"account-statement-v2","/v2/account-statement","default","3","https://pdf-generator.dev.lunupay.com/v2/account-statement","200","1,83929","15710","15710","26cde58019b7955e26f211f04fd4b0b01a93b58602c88ee78047d837dd346073","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run3__20260204_141755_979.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run3__20260204_141755_979.headers.txt",""
"account-statement-v2","/v2/account-statement","chrome","1","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run1__20260204_141758_061.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run1__20260204_141758_061.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v2","/v2/account-statement","chrome","2","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run2__20260204_141758_264.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run2__20260204_141758_264.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v2","/v2/account-statement","chrome","3","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run3__20260204_141758_469.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run3__20260204_141758_469.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v2","/v2/account-statement","weasyprint","1","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run1__20260204_141758_698.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run1__20260204_141758_698.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v2","/v2/account-statement","weasyprint","2","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run2__20260204_141758_900.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run2__20260204_141758_900.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-statement-v2","/v2/account-statement","weasyprint","3","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run3__20260204_141759_133.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-statement-v2____run3__20260204_141759_133.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-invoice","/v1/account-invoice","default","1","https://pdf-generator.dev.lunupay.com/v1/account-invoice","200","1,655011","16576","16576","09559f6e70179636b7f845c5d72a3b0b65ce5f3b2aeea5713de6a9cdc473b721","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run1__20260204_141759_382.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run1__20260204_141759_382.headers.txt",""
"account-invoice","/v1/account-invoice","default","2","https://pdf-generator.dev.lunupay.com/v1/account-invoice","200","1,875502","16577","16577","d77f915f0acecefd6aa3471cc7b35f41f68f4e5f42603d1a313d44248cc08a8f","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run2__20260204_141801_279.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run2__20260204_141801_279.headers.txt",""
"account-invoice","/v1/account-invoice","default","3","https://pdf-generator.dev.lunupay.com/v1/account-invoice","200","1,722677","16577","16577","e48de7b53fd3f1c38939edcea1e6774bfcbe46ef6484f22dbb2760ce8fc5ee0e","True","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run3__20260204_141803_396.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run3__20260204_141803_396.headers.txt",""
"account-invoice","/v1/account-invoice","chrome","1","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run1__20260204_141805_364.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run1__20260204_141805_364.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-invoice","/v1/account-invoice","chrome","2","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run2__20260204_141805_569.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run2__20260204_141805_569.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-invoice","/v1/account-invoice","chrome","3","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run3__20260204_141805_777.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run3__20260204_141805_777.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-invoice","/v1/account-invoice","weasyprint","1","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run1__20260204_141805_979.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run1__20260204_141805_979.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-invoice","/v1/account-invoice","weasyprint","2","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run2__20260204_141806_195.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run2__20260204_141806_195.headers.txt","curl: (3) URL rejected: Bad hostname"
"account-invoice","/v1/account-invoice","weasyprint","3","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run3__20260204_141806_398.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\account-invoice____run3__20260204_141806_398.headers.txt","curl: (3) URL rejected: Bad hostname"
"health","/v1/health","default","1","https://pdf-generator.dev.lunupay.com/v1/health","405","0,565522","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run1__20260204_141806_616.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run1__20260204_141806_616.headers.txt",""
"health","/v1/health","default","2","https://pdf-generator.dev.lunupay.com/v1/health","405","0,478265","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run2__20260204_141807_451.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run2__20260204_141807_451.headers.txt",""
"health","/v1/health","default","3","https://pdf-generator.dev.lunupay.com/v1/health","405","0,483142","0","0","e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run3__20260204_141808_195.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run3__20260204_141808_195.headers.txt",""
"health","/v1/health","chrome","1","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run1__20260204_141808_896.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run1__20260204_141808_896.headers.txt","curl: (3) URL rejected: Bad hostname"
"health","/v1/health","chrome","2","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run2__20260204_141809_126.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run2__20260204_141809_126.headers.txt","curl: (3) URL rejected: Bad hostname"
"health","/v1/health","chrome","3","=chrome",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run3__20260204_141809_326.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run3__20260204_141809_326.headers.txt","curl: (3) URL rejected: Bad hostname"
"health","/v1/health","weasyprint","1","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run1__20260204_141809_544.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run1__20260204_141809_544.headers.txt","curl: (3) URL rejected: Bad hostname"
"health","/v1/health","weasyprint","2","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run2__20260204_141809_745.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run2__20260204_141809_745.headers.txt","curl: (3) URL rejected: Bad hostname"
"health","/v1/health","weasyprint","3","=weasyprint",,,,"0","","False","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run3__20260204_141809_945.bin","D:\trading\landing2\CryptoInsightX1\CryptoInsightX\pdf_backend_check_20260204_141722\health____run3__20260204_141809_945.headers.txt","curl: (3) URL rejected: Bad hostname"
